transaction_id,account_id,booking_ts,value_ts,amount,currency,direction,channel,merchant_id,counterparty_id,txn_type,status
TXN0000000156,ACC0000001,2025-04-10T01:46:29+00:00,2025-04-11T01:46:29+00:00,-4594.34,EUR,OUT,TRANSFER,,CP000100,TRANSFER,BOOKED
TXN0000000157,ACC0000001,2025-04-25T22:15:03+00:00,2025-04-26T22:15:03+00:00,2339.59,EUR,IN,TRANSFER,,CP000234,TRANSFER,BOOKED
TXN0000000158,ACC0000001,2025-04-20T07:50:41+00:00,2025-04-21T07:50:41+00:00,-1361.88,EUR,OUT,TRANSFER,,CP000100,TRANSFER,BOOKED
TXN0000000159,ACC0000001,2025-04-17T19:20:05+00:00,2025-04-17T19:20:05+00:00,-44.1,EUR,OUT,CARD,MRC000009,,CARD_PURCHASE,BOOKED
TXN0000000160,ACC0000001,2025-04-04T17:20:13+00:00,2025-04-04T17:20:13+00:00,-831.37,EUR,OUT,TRANSFER,,CP000013,TRANSFER,BOOKED
TXN0000000161,ACC0000001,2025-04-04T18:09:18+00:00,2025-04-06T18:09:18+00:00,-15.25,EUR,OUT,CARD,MRC000004,,CARD_PURCHASE,BOOKED
TXN0000000162,ACC0000001,2025-04-15T07:12:37+00:00,2025-04-15T07:12:37+00:00,-51.09,EUR,OUT,CARD,MRC000001,,CARD_PURCHASE,BOOKED
TXN0000000163,ACC0000001,2025-05-29T04:36:01+00:00,2025-05-30T04:36:01+00:00,-29.63,EUR,OUT,CARD,MRC000011,,CARD_PURCHASE,BOOKED
TXN0000000164,ACC0000001,2025-05-13T15:54:27+00:00,2025-05-13T15:54:27+00:00,-21.34,EUR,OUT,CARD,MRC000035,,CARD_PURCHASE,BOOKED
TXN0000000165,ACC0000001,2025-05-23T00:23:09+00:00,2025-05-23T00:23:09+00:00,-36.45,EUR,OUT,CARD,MRC000002,,CARD_PURCHASE,BOOKED
TXN0000000166,ACC0000001,2025-05-16T18:30:30+00:00,2025-05-16T18:30:30+00:00,-9.99,EUR,OUT,CARD,MRC000052,,CARD_PURCHASE,BOOKED
TXN0000000167,ACC0000001,2025-05-08T22:41:23+00:00,2025-05-09T22:41:23+00:00,-5.64,EUR,OUT,CARD,MRC000006,,CARD_PURCHASE,BOOKED
TXN0000000168,ACC0000001,2025-05-01T23:07:23+00:00,2025-05-02T23:07:23+00:00,-56.57,EUR,OUT,CARD,MRC000003,,CARD_PURCHASE,BOOKED
TXN0000000169,ACC0000001,2025-05-24T11:39:19+00:00,2025-05-24T11:39:19+00:00,-71.94,EUR,OUT,CARD,MRC000025,,CARD_PURCHASE,BOOKED
TXN0000000170,ACC0000001,2025-05-17T17:06:46+00:00,2025-05-18T17:06:46+00:00,-8.8,EUR,OUT,CARD,MRC000003,,CARD_PURCHASE,BOOKED
TXN0000000171,ACC0000001,2025-05-15T16:09:56+00:00,2025-05-16T16:09:56+00:00,61.74,EUR,IN,SYSTEM,,,INTEREST,BOOKED
TXN0000000172,ACC0000001,2025-05-22T16:02:13+00:00,2025-05-22T16:02:13+00:00,-46.35,EUR,OUT,CARD,MRC000001,,CARD_PURCHASE,BOOKED
TXN0000000173,ACC0000001,2025-05-04T03:34:25+00:00,2025-05-04T03:34:25+00:00,-11.67,EUR,OUT,CARD,MRC000001,,CARD_PURCHASE,BOOKED
TXN0000000174,ACC0000001,2025-05-12T06:41:02+00:00,2025-05-14T06:41:02+00:00,-12.3,EUR,OUT,CARD,MRC000001,,CARD_PURCHASE,BOOKED
TXN0000000175,ACC0000001,2025-05-02T17:41:31+00:00,2025-05-02T17:41:31+00:00,-293.51,EUR,OUT,CARD,MRC000001,,CARD_PURCHASE,BOOKED
TXN0000000176,ACC0000001,2025-05-24T10:43:23+00:00,2025-05-26T10:43:23+00:00,-73.59,EUR,OUT,CARD,MRC000017,,CARD_PURCHASE,BOOKED
TXN0000000177,ACC0000001,2025-05-13T10:51:26+00:00,2025-05-13T10:51:26+00:00,-29.55,EUR,OUT,CARD,MRC000002,,CARD_PURCHASE,BOOKED
TXN0000000178,ACC0000001,2025-05-17T11:56:04+00:00,2025-05-17T11:56:04+00:00,-51.15,EUR,OUT,CARD,MRC000001,,CARD_PURCHASE,BOOKED
TXN0000000179,ACC0000001,2025-05-03T04:15:36+00:00,2025-05-05T04:15:36+00:00,-6.87,EUR,OUT,CARD,MRC000007,,CARD_PURCHASE,BOOKED
TXN0000000180,ACC0000001,2025-05-26T07:37:40+00:00,2025-05-26T07:37:40+00:00,-79.41,EUR,OUT,CARD,MRC000001,,CARD_PURCHASE,BOOKED
TXN0000000181,ACC0000001,2025-05-13T20:37:08+00:00,2025-05-14T20:37:08+00:00,-1794.86,EUR,OUT,TRANSFER,,CP000269,TRANSFER,BOOKED
TXN0000000182,ACC0000001,2025-05-06T22:30:21+00:00,2025-05-06T22:30:21+00:00,-28.27,EUR,OUT,CARD,MRC000001,,CARD_PURCHASE,BOOKED
TXN0000000183,ACC0000001,2025-05-21T02:41:37+00:00,2025-05-22T02:41:37+00:00,4718.79,EUR,IN,TRANSFER,,CP000100,TRANSFER,BOOKED
TXN0000000184,ACC0000001,2025-05-12T15:27:28+00:00,2025-05-12T15:27:28+00:00,-76.33,EUR,OUT,CARD,MRC000010,,CARD_PURCHASE,BOOKED
TXN0000000185,ACC0000001,2025-05-31T18:20:00+00:00,2025-05-31T18:20:00+00:00,-200.0,EUR,OUT,ATM,MRC000004,,ATM_WITHDRAWAL,BOOKED
TXN0000000186,ACC0000001,2025-05-20T22:03:56+00:00,2025-05-21T22:03:56+00:00,-2173.13,EUR,OUT,TRANSFER,,CP000100,TRANSFER,BOOKED
TXN0000000187,ACC0000001,2025-05-08T19:07:55+00:00,2025-05-09T19:07:55+00:00,-19.35,EUR,OUT,CARD,MRC000018,,CARD_PURCHASE,BOOKED
TXN0000000188,ACC0000001,2025-05-19T23:18:19+00:00,2025-05-20T23:18:19+00:00,-51.73,EUR,OUT,CARD,MRC000004,,CARD_PURCHASE,BOOKED
TXN0000000189,ACC0000001,2025-05-14T00:17:26+00:00,2025-05-14T00:17:26+00:00,-77.1,EUR,OUT,CARD,MRC000006,,CARD_PURCHASE,BOOKED
TXN0000000190,ACC0000001,2025-05-04T12:25:08+00:00,2025-05-06T12:25:08+00:00,-36.22,EUR,OUT,CARD,MRC000002,,CARD_PURCHASE,BOOKED
TXN0000000191,ACC0000001,2025-05-21T10:13:54+00:00,2025-05-22T10:13:54+00:00,-39.88,EUR,OUT,CARD,MRC000002,,CARD_PURCHASE,BOOKED
TXN0000000192,ACC0000001,2025-05-22T15:04:17+00:00,2025-05-23T15:04:17+00:00,-19.5,EUR,OUT,CARD,MRC000001,,CARD_PURCHASE,BOOKED
TXN0000000193,ACC0000001,2025-05-28T16:25:46+00:00,2025-05-28T16:25:46+00:00,-50.0,EUR,OUT,ATM,MRC000003,,ATM_WITHDRAWAL,BOOKED
TXN0000000194,ACC0000001,2025-05-24T18:34:09+00:00,2025-05-24T18:34:09+00:00,-22.53,EUR,OUT,CARD,MRC000001,,CARD_PURCHASE,BOOKED
TXN0000000195,ACC0000001,2025-05-29T21:38:39+00:00,2025-05-29T21:38:39+00:00,-105.38,EUR,OUT,CARD,MRC000001,,CARD_PURCHASE,BOOKED
TXN0000000196,ACC0000001,2025-05-23T13:05:25+00:00,2025-05-23T13:05:25+00:00,-56.5,EUR,OUT,CARD,MRC000002,,CARD_PURCHASE,BOOKED
TXN0000000197,ACC0000001,2025-05-29T04:43:52+00:00,2025-05-29T04:43:52+00:00,4904.42,EUR,IN,TRANSFER,,CP000066,TRANSFER,BOOKED
TXN0000000198,ACC0000001,2025-05-29T12:27:17+00:00,2025-05-29T12:27:17+00:00,-28.38,EUR,OUT,CARD,MRC000008,,CARD_PURCHASE,BOOKED
TXN0000000199,ACC0000001,2025-05-17T15:05:14+00:00,2025-05-17T15:05:14+00:00,-200.0,EUR,OUT,ATM,MRC000002,,ATM_WITHDRAWAL,BOOKED
TXN0000000200,ACC0000001,2025-05-07T07:12:40+00:00,2025-05-09T07:12:40+00:00,-372.69,EUR,OUT,TRANSFER,,CP000387,TRANSFER,BOOKED
TXN0000000201,ACC0000001,2025-05-17T19:15:15+00:00,2025-05-18T19:15:15+00:00,-69.17,EUR,OUT,CARD,MRC000002,,CARD_PURCHASE,BOOKED
TXN0000000202,ACC0000001,2025-05-21T20:02:36+00:00,2025-05-22T20:02:36+00:00,-78.93,EUR,OUT,CARD,MRC000013,,CARD_PURCHASE,BOOKED
TXN0000000203,ACC0000001,2025-05-09T23:03:46+00:00,2025-05-09T23:03:46+00:00,4342.27,EUR,IN,TRANSFER,,CP000234,TRANSFER,BOOKED
TXN0000000204,ACC0000001,2025-05-17T03:29:16+00:00,2025-05-17T03:29:16+00:00,-54.44,EUR,OUT,CARD,MRC000042,,CARD_PURCHASE,BOOKED
TXN0000000205,ACC0000001,2025-05-10T22:50:15+00:00,2025-05-11T22:50:15+00:00,-50.0,EUR,OUT,ATM,,,ATM_WITHDRAWAL,BOOKED
TXN0000000206,ACC0000001,2025-05-27T04:24:49+00:00,2025-05-28T04:24:49+00:00,-2625.09,EUR,OUT,TRANSFER,,CP000167,TRANSFER,BOOKED
TXN0000000207,ACC0000001,2025-05-30T11:47:22+00:00,2025-05-31T11:47:22+00:00,-1332.3,EUR,OUT,TRANSFER,,CP000269,TRANSFER,BOOKED
TXN0000000208,ACC0000001,2025-05-03T01:14:17+00:00,2025-05-03T01:14:17+00:00,-100.0,EUR,OUT,ATM,,,ATM_WITHDRAWAL,BOOKED
TXN0000000209,ACC0000001,2025-05-15T21:45:54+00:00,2025-05-16T21:45:54+00:00,-100.0,EUR,OUT,ATM,MRC000004,,ATM_WITHDRAWAL,BOOKED
TXN0000000210,ACC0000001,2025-05-26T19:51:34+00:00,2025-05-26T19:51:34+00:00,-3478.44,EUR,OUT,TRANSFER,,CP000100,TRANSFER,BOOKED
TXN0000000211,ACC0000001,2025-05-08T13:32:32+00:00,2025-05-08T13:32:32+00:00,-81.19,EUR,OUT,CARD,MRC000001,,CARD_PURCHASE,BOOKED
TXN0000000212,ACC0000001,2025-05-05T11:46:04+00:00,2025-05-05T11:46:04+00:00,-59.99,EUR,OUT,CARD,MRC000016,,CARD_PURCHASE,BOOKED
TXN0000000213,ACC0000001,2025-05-04T13:29:29+00:00,2025-05-05T13:29:29+00:00,-224.16,EUR,OUT,CARD,MRC000007,,CARD_PURCHASE,BOOKED
TXN0000000214,ACC0000001,2025-05-13T21:22:58+00:00,2025-05-13T21:22:58+00:00,-77.71,EUR,OUT,CARD,MRC000004,,CARD_PURCHASE,BOOKED
TXN0000000215,ACC0000001,2025-05-24T21:57:17+00:00,2025-05-24T21:57:17+00:00,-41.69,EUR,OUT,CARD,MRC000001,,CARD_PURCHASE,BOOKED
TXN0000000216,ACC0000001,2025-05-19T01:57:03+00:00,2025-05-20T01:57:03+00:00,-200.0,EUR,OUT,ATM,MRC000001,,ATM_WITHDRAWAL,BOOKED
TXN0000000217,ACC0000001,2025-05-18T15:31:22+00:00,2025-05-19T15:31:22+00:00,-72.15,EUR,OUT,CARD,MRC000003,,CARD_PURCHASE,REVERSED
TXN0000000218,ACC0000001,2025-05-24T10:32:16+00:00,2025-05-25T10:32:16+00:00,-224.84,EUR,OUT,CARD,MRC000008,,CARD_PURCHASE,BOOKED
TXN0000000219,ACC0000001,2025-05-03T14:03:03+00:00,2025-05-03T14:03:03+00:00,-71.66,EUR,OUT,CARD,MRC000011,,CARD_PURCHASE,BOOKED
TXN0000000220,ACC0000001,2025-05-30T06:30:33+00:00,2025-05-30T06:30:33+00:00,-46.8,EUR,OUT,CARD,MRC000026,,CARD_PURCHASE,BOOKED
TXN0000000221,ACC0000001,2025-05-20T08:58:41+00:00,2025-05-20T08:58:41+00:00,4027.13,EUR,IN,TRANSFER,,CP000071,TRANSFER,BOOKED
TXN0000000222,ACC0000001,2025-05-08T05:32:12+00:00,2025-05-08T05:32:12+00:00,-38.42,EUR,OUT,CARD,MRC000002,,CARD_PURCHASE,BOOKED
TXN0000000223,ACC0000001,2025-05-05T11:27:49+00:00,2025-05-05T11:27:49+00:00,-271.51,EUR,OUT,CARD,MRC000020,,CARD_PURCHASE,BOOKED
TXN0000000224,ACC0000001,2025-05-20T00:38:16+00:00,2025-05-20T00:38:16+00:00,-48.35,EUR,OUT,CARD,MRC000038,,CARD_PURCHASE,BOOKED
TXN0000000225,ACC0000001,2025-06-15T22:09:03+00:00,2025-06-15T22:09:03+00:00,-1166.55,EUR,OUT,CARD,MRC000020,,CARD_PURCHASE,BOOKED
TXN0000000226,ACC0000001,2025-06-09T02:35:13+00:00,2025-06-10T02:35:13+00:00,-46.51,EUR,OUT,CARD,MRC000009,,CARD_PURCHASE,BOOKED
TXN0000000227,ACC0000001,2025-06-06T19:43:37+00:00,2025-06-06T19:43:37+00:00,-59.67,EUR,OUT,CARD,MRC000019,,CARD_PURCHASE,BOOKED
TXN0000000228,ACC0000001,2025-07-21T16:05:02+00:00,2025-07-21T16:05:02+00:00,-23.59,EUR,OUT,CARD,MRC000005,,CARD_PURCHASE,BOOKED
TXN0000000229,ACC0000001,2025-07-26T00:45:37+00:00,2025-07-27T00:45:37+00:00,-58.42,EUR,OUT,CARD,MRC000001,,CARD_PURCHASE,REVERSED
TXN0000000230,ACC0000001,2025-07-12T22:26:16+00:00,2025-07-12T22:26:16+00:00,424.44,EUR,IN,TRANSFER,,CP000160,TRANSFER,BOOKED
TXN0000000231,ACC0000001,2025-07-16T11:02:07+00:00,2025-07-16T11:02:07+00:00,-20.0,EUR,OUT,ATM,,,ATM_WITHDRAWAL,BOOKED
TXN0000000232,ACC0000001,2025-07-25T09:34:29+00:00,2025-07-25T09:34:29+00:00,-47.17,EUR,OUT,CARD,MRC000015,,CARD_PURCHASE,BOOKED
TXN0000000233,ACC0000001,2025-07-04T01:52:01+00:00,2025-07-04T01:52:01+00:00,-4977.52,EUR,OUT,TRANSFER,,CP000262,TRANSFER,BOOKED
TXN0000000234,ACC0000001,2025-07-10T18:47:16+00:00,2025-07-10T18:47:16+00:00,4605.57,EUR,IN,TRANSFER,,CP000400,TRANSFER,BOOKED
TXN0000000235,ACC0000001,2025-07-16T13:37:03+00:00,2025-07-17T13:37:03+00:00,-72.85,EUR,OUT,CARD,MRC000019,,CARD_PURCHASE,BOOKED
TXN0000000236,ACC0000001,2025-07-05T04:13:55+00:00,2025-07-05T04:13:55+00:00,-13.9,EUR,OUT,SYSTEM,,,BANK_FEE,BOOKED
TXN0000000237,ACC0000001,2025-07-13T02:39:57+00:00,2025-07-15T02:39:57+00:00,-50.0,EUR,OUT,ATM,,,ATM_WITHDRAWAL,BOOKED
TXN0000000238,ACC0000001,2025-07-26T23:22:28+00:00,2025-07-26T23:22:28+00:00,-2101.59,EUR,OUT,TRANSFER,,CP000100,TRANSFER,BOOKED
TXN0000000239,ACC0000001,2025-07-12T22:49:30+00:00,2025-07-12T22:49:30+00:00,-50.61,EUR,OUT,CARD,MRC000009,,CARD_PURCHASE,BOOKED
TXN0000000240,ACC0000001,2025-07-19T13:41:10+00:00,2025-07-20T13:41:10+00:00,-181.71,EUR,OUT,CARD,MRC000020,,CARD_PURCHASE,BOOKED
TXN0000000241,ACC0000001,2025-07-28T06:29:12+00:00,2025-07-29T06:29:12+00:00,-70.04,EUR,OUT,CARD,MRC000006,,CARD_PURCHASE,BOOKED
TXN0000000242,ACC0000001,2025-07-25T20:38:15+00:00,2025-07-25T20:38:15+00:00,238.08,EUR,IN,TRANSFER,,CP000234,TRANSFER,BOOKED
TXN0000000243,ACC0000001,2025-08-13T09:32:12+00:00,2025-08-14T09:32:12+00:00,-914.38,EUR,OUT,TRANSFER,,CP000269,TRANSFER,BOOKED
TXN0000000244,ACC0000001,2025-08-25T00:59:24+00:00,2025-08-25T00:59:24+00:00,5988.1,EUR,IN,TRANSFER,,CP000234,TRANSFER,BOOKED
TXN0000000245,ACC0000001,2025-08-18T09:23:42+00:00,2025-08-20T09:23:42+00:00,-72.3,EUR,OUT,CARD,MRC000001,,CARD_PURCHASE,BOOKED
TXN0000000246,ACC0000001,2025-09-17T07:04:46+00:00,2025-09-17T07:04:46+00:00,-28.28,EUR,OUT,CARD,MRC000096,,CARD_PURCHASE,BOOKED
TXN0000000247,ACC0000001,2025-09-11T11:04:36+00:00,2025-09-11T11:04:36+00:00,-30.64,EUR,OUT,CARD,MRC000013,,CARD_PURCHASE,BOOKED
TXN0000000248,ACC0000001,2025-09-16T02:36:26+00:00,2025-09-17T02:36:26+00:00,-85.36,EUR,OUT,CARD,MRC000001,,CARD_PURCHASE,BOOKED
TXN0000000249,ACC0000001,2025-10-30T13:13:18+00:00,2025-10-30T13:13:18+00:00,-53.33,EUR,OUT,CARD,MRC000001,,CARD_PURCHASE,BOOKED
TXN0000000250,ACC0000001,2025-11-29T15:45:49+00:00,2025-11-29T15:45:49+00:00,-33.23,EUR,OUT,CARD,MRC000002,,CARD_PURCHASE,BOOKED
TXN0000000251,ACC0000001,2025-11-30T11:49:26+00:00,2025-11-30T11:49:26+00:00,-185.32,EUR,OUT,CARD,MRC000010,,CARD_PURCHASE,BOOKED
TXN0000000252,ACC0000001,2025-11-20T19:19:54+00:00,2025-11-21T19:19:54+00:00,3531.24,EUR,IN,TRANSFER,,CP000100,TRANSFER,BOOKED
TXN0000000253,ACC0000001,2025-11-12T16:37:09+00:00,2025-11-13T16:37:09+00:00,-50.98,EUR,OUT,CARD,MRC000009,,CARD_PURCHASE,BOOKED
TXN0000000254,ACC0000001,2025-11-21T08:19:33+00:00,2025-11-23T08:19:33+00:00,-3413.55,EUR,OUT,TRANSFER,,CP000269,TRANSFER,BOOKED
TXN0000000255,ACC0000001,2025-12-28T20:44:47+00:00,2025-12-29T20:44:47+00:00,-279.28,EUR,OUT,CARD,MRC000001,,CARD_PURCHASE,BOOKED
TXN0000000256,ACC0000001,2025-12-11T22:47:14+00:00,2025-12-12T22:47:14+00:00,-39.74,EUR,OUT,CARD,MRC000025,,CARD_PURCHASE,BOOKED
TXN0000000257,ACC0000001,2025-12-02T05:14:09+00:00,2025-12-04T05:14:09+00:00,-72.55,EUR,OUT,CARD,MRC000010,,CARD_PURCHASE,BOOKED
TXN0000000258,ACC0000001,2025-12-05T20:42:59+00:00,2025-12-07T20:42:59+00:00,-20.0,EUR,OUT,ATM,,,ATM_WITHDRAWAL,BOOKED
TXN0000000259,ACC0000001,2025-12-23T12:49:41+00:00,2025-12-25T12:49:41+00:00,-488.47,EUR,OUT,TRANSFER,,CP000100,TRANSFER,BOOKED
TXN0000000260,ACC0000001,2025-12-19T10:22:15+00:00,2025-12-20T10:22:15+00:00,-52.41,EUR,OUT,CARD,MRC000008,,CARD_PURCHASE,BOOKED
TXN0000000261,ACC0000001,2025-12-30T04:08:34+00:00,2025-12-31T04:08:34+00:00,-20.0,EUR,OUT,ATM,,,ATM_WITHDRAWAL,BOOKED
TXN0000000262,ACC0000001,2025-12-01T06:36:26+00:00,2025-12-02T06:36:26+00:00,-9.73,EUR,OUT,CARD,MRC000006,,CARD_PURCHASE,BOOKED
TXN0000000263,ACC0000001,2025-12-06T23:39:59+00:00,2025-12-06T23:39:59+00:00,-3990.08,EUR,OUT,TRANSFER,,CP000100,TRANSFER,BOOKED
TXN0000000264,ACC0000001,2025-12-03T19:21:04+00:00,2025-12-04T19:21:04+00:00,-8.47,EUR,OUT,CARD,MRC000001,,CARD_PURCHASE,BOOKED
TXN0000000265,ACC0000001,2025-12-10T05:26:38+00:00,2025-12-12T05:26:38+00:00,-2096.4,EUR,OUT,TRANSFER,,CP000269,TRANSFER,BOOKED
TXN0000000266,ACC0000001,2026-01-10T23:55:32+00:00,2026-01-11T23:55:32+00:00,-106.01,EUR,OUT,CARD,MRC000001,,CARD_PURCHASE,BOOKED
TXN0000000267,ACC0000001,2026-01-23T06:42:43+00:00,2026-01-23T06:42:43+00:00,-15.86,EUR,OUT,CARD,MRC000001,,CARD_PURCHASE,BOOKED
TXN0000000268,ACC0000001,2026-01-04T16:10:14+00:00,2026-01-06T16:10:14+00:00,-46.31,EUR,OUT,CARD,MRC000005,,CARD_PURCHASE,BOOKED
TXN0000000269,ACC0000001,2026-01-01T08:02:02+00:00,2026-01-01T08:02:02+00:00,-57.41,EUR,OUT,CARD,MRC000010,,CARD_PURCHASE,BOOKED
TXN0000000270,ACC0000001,2026-01-30T03:20:05+00:00,2026-01-30T03:20:05+00:00,-4.54,EUR,OUT,SYSTEM,,,BANK_FEE,BOOKED
TXN0000000271,ACC0000001,2026-01-31T18:50:08+00:00,2026-02-01T18:50:08+00:00,-12.18,EUR,OUT,SYSTEM,,,BANK_FEE,BOOKED
TXN0000000272,ACC0000001,2026-01-17T03:46:46+00:00,2026-01-18T03:46:46+00:00,-31.36,EUR,OUT,CARD,MRC000011,,CARD_PURCHASE,BOOKED
TXN0000000273,ACC0000001,2026-01-19T16:04:27+00:00,2026-01-20T16:04:27+00:00,-68.92,EUR,OUT,CARD,MRC000003,,CARD_PURCHASE,BOOKED
TXN0000000274,ACC0000001,2026-01-03T03:33:22+00:00,2026-01-03T03:33:22+00:00,-68.32,EUR,OUT,CARD,MRC000001,,CARD_PURCHASE,BOOKED
TXN0000000275,ACC0000001,2026-01-01T05:23:43+00:00,2026-01-03T05:23:43+00:00,-207.17,EUR,OUT,CARD,MRC000002,,CARD_PURCHASE,BOOKED
TXN0000000276,ACC0000001,2026-01-09T09:38:22+00:00,2026-01-09T09:38:22+00:00,-11.95,EUR,OUT,CARD,MRC000007,,CARD_PURCHASE,BOOKED
TXN0000000277,ACC0000001,2026-01-18T02:19:56+00:00,2026-01-18T02:19:56+00:00,-53.96,EUR,OUT,CARD,MRC000101,,CARD_PURCHASE,BOOKED
TXN0000000278,ACC0000001,2026-01-31T14:53:16+00:00,2026-01-31T14:53:16+00:00,-46.52,EUR,OUT,CARD,MRC000008,,CARD_PURCHASE,BOOKED
TXN0000000279,ACC0000001,2026-01-04T23:50:33+00:00,2026-01-04T23:50:33+00:00,-3980.73,EUR,OUT,TRANSFER,,CP000100,TRANSFER,BOOKED
TXN0000000280,ACC0000001,2026-01-16T05:10:26+00:00,2026-01-17T05:10:26+00:00,-24.92,EUR,OUT,CARD,MRC000008,,CARD_PURCHASE,BOOKED
TXN0000000281,ACC0000001,2026-01-12T14:35:40+00:00,2026-01-12T14:35:40+00:00,-20.0,EUR,OUT,ATM,MRC000008,,ATM_WITHDRAWAL,BOOKED
TXN0000000282,ACC0000001,2026-01-10T12:21:58+00:00,2026-01-10T12:21:58+00:00,-73.5,EUR,OUT,CARD,MRC000008,,CARD_PURCHASE,BOOKED
TXN0000000283,ACC0000001,2026-01-10T09:21:41+00:00,2026-01-11T09:21:41+00:00,-3141.48,EUR,OUT,TRANSFER,,CP000269,TRANSFER,BOOKED
TXN0000000284,ACC0000001,2026-01-20T18:14:18+00:00,2026-01-20T18:14:18+00:00,-10.88,EUR,OUT,CARD,MRC000021,,CARD_PURCHASE,BOOKED
TXN0000000285,ACC0000001,2026-01-26T20:40:37+00:00,2026-01-26T20:40:37+00:00,-124.25,EUR,OUT,CARD,MRC000009,,CARD_PURCHASE,BOOKED
TXN0000000286,ACC0000001,2026-01-19T15:29:07+00:00,2026-01-20T15:29:07+00:00,-27.46,EUR,OUT,CARD,MRC000001,,CARD_PURCHASE,BOOKED
TXN0000000287,ACC0000001,2026-01-03T08:54:55+00:00,2026-01-04T08:54:55+00:00,-4616.43,EUR,OUT,TRANSFER,,CP000100,TRANSFER,BOOKED
TXN0000000288,ACC0000001,2026-01-29T07:43:47+00:00,2026-01-29T07:43:47+00:00,-769.4,EUR,OUT,TRANSFER,,CP000100,TRANSFER,BOOKED
TXN0000000289,ACC0000001,2026-01-04T11:41:34+00:00,2026-01-04T11:41:34+00:00,-247.17,EUR,OUT,CARD,MRC000002,,CARD_PURCHASE,BOOKED
TXN0000000290,ACC0000001,2026-01-15T10:02:22+00:00,2026-01-16T10:02:22+00:00,2759.97,EUR,IN,TRANSFER,,CP000100,TRANSFER,BOOKED
TXN0000000291,ACC0000001,2026-01-25T00:59:30+00:00,2026-01-27T00:59:30+00:00,-47.27,EUR,OUT,CARD,MRC000013,,CARD_PURCHASE,BOOKED
TXN0000000292,ACC0000001,2026-01-26T23:12:19+00:00,2026-01-26T23:12:19+00:00,-67.27,EUR,OUT,CARD,MRC000005,,CARD_PURCHASE,BOOKED
TXN0000000293,ACC0000001,2026-01-29T09:37:58+00:00,2026-01-29T09:37:58+00:00,-13.99,EUR,OUT,CARD,MRC000003,,CARD_PURCHASE,BOOKED
TXN0000000294,ACC0000001,2026-02-08T16:30:36+00:00,2026-02-08T16:30:36+00:00,-75.92,EUR,OUT,CARD,MRC000023,,CARD_PURCHASE,BOOKED
TXN0000000295,ACC0000001,2026-02-08T10:46:04+00:00,2026-02-08T10:46:04+00:00,-200.0,EUR,OUT,ATM,MRC000017,,ATM_WITHDRAWAL,BOOKED
TXN0000000296,ACC0000001,2026-02-08T00:32:07+00:00,2026-02-08T00:32:07+00:00,-14.64,EUR,OUT,CARD,MRC000003,,CARD_PURCHASE,BOOKED
TXN0000000297,ACC0000001,2026-02-12T06:42:28+00:00,2026-02-12T06:42:28+00:00,-33.06,EUR,OUT,CARD,MRC000011,,CARD_PURCHASE,BOOKED
TXN0000000298,ACC0000002,2024-05-23T11:40:46+00:00,2024-05-23T11:40:46+00:00,-50.0,EUR,OUT,ATM,,,ATM_WITHDRAWAL,BOOKED
TXN0000000299,ACC0000002,2024-05-25T07:53:19+00:00,2024-05-25T07:53:19+00:00,-78.66,EUR,OUT,CARD,MRC000006,,CARD_PURCHASE,BOOKED
