dispute_id,transaction_id,reason,opened_date,resolved_date,outcome
DSP0000001043,TXN0000289771,MERCHANT_DISPUTE,2023-09-22,2023-11-21,PENDING
DSP0000001044,TXN0000289918,NOT_RECEIVED,2024-03-19,2024-04-25,WON
DSP0000001045,TXN0000291053,AMOUNT_INCORRECT,2025-06-22,2025-09-14,LOST
DSP0000001046,TXN0000291296,MERCHANT_DISPUTE,2026-02-27,2026-04-17,WON
DSP0000001047,TXN0000291397,MERCHANT_DISPUTE,2024-07-03,2024-08-03,LOST
DSP0000001048,TXN0000291585,AMOUNT_INCORRECT,2025-04-12,2025-04-30,WON
DSP0000001049,TXN0000292290,MERCHANT_DISPUTE,2025-12-21,2026-02-20,WON
DSP0000001050,TXN0000292317,AMOUNT_INCORRECT,2026-02-28,2026-05-14,WON
DSP0000001051,TXN0000292824,MERCHANT_DISPUTE,2023-03-12,2023-06-10,WON
DSP0000001052,TXN0000292868,MERCHANT_DISPUTE,2023-07-05,2023-07-13,WON
DSP0000001053,TXN0000293020,FRAUD_SUSPECTED,2024-05-26,2024-07-25,WON
DSP0000001054,TXN0000293171,AMOUNT_INCORRECT,2025-02-03,2025-04-27,WON
DSP0000001055,TXN0000293670,AMOUNT_INCORRECT,2025-09-07,2025-11-25,PARTIAL
DSP0000001056,TXN0000293843,FRAUD_SUSPECTED,2025-02-13,2025-02-20,WON
DSP0000001057,TXN0000294414,AMOUNT_INCORRECT,2025-09-29,2025-12-19,LOST
DSP0000001058,TXN0000294573,MERCHANT_DISPUTE,2023-04-01,2023-06-13,WON
DSP0000001059,TXN0000295118,DUPLICATE,2023-03-08,2023-03-27,WON
DSP0000001060,TXN0000295391,WRONG_BENEFICIARY,2023-12-30,2024-03-17,WON
DSP0000001061,TXN0000295808,FRAUD_SUSPECTED,2025-07-26,2025-10-18,PENDING
DSP0000001062,TXN0000295895,DUPLICATE,2025-11-21,2026-01-16,LOST
DSP0000001063,TXN0000295996,MERCHANT_DISPUTE,2024-11-10,2025-01-01,LOST
DSP0000001064,TXN0000298043,SCAM_SUSPECTED,2025-01-27,2025-02-18,WON
DSP0000001065,TXN0000298305,WRONG_BENEFICIARY,2025-07-13,2025-08-17,WON
DSP0000001066,TXN0000298463,SCAM_SUSPECTED,2026-03-26,,LOST
DSP0000001067,TXN0000298632,NOT_RECEIVED,2024-02-14,2024-03-20,LOST
DSP0000001068,TXN0000298967,MERCHANT_DISPUTE,2025-10-10,2025-11-25,WON
DSP0000001069,TXN0000299703,UNAUTHORIZED_TRANSFER,2024-06-22,2024-08-25,WON
DSP0000001070,TXN0000300124,MERCHANT_DISPUTE,2023-11-12,2023-12-12,LOST
DSP0000001071,TXN0000300288,FRAUD_SUSPECTED,2025-03-04,2025-04-16,WON
DSP0000001072,TXN0000300413,FRAUD_SUSPECTED,2025-10-09,2025-12-19,WON
DSP0000001073,TXN0000300551,FRAUD_SUSPECTED,2023-06-23,2023-08-12,WON
DSP0000001074,TXN0000300620,MERCHANT_DISPUTE,2024-01-27,2024-03-08,LOST
DSP0000001075,TXN0000300750,AMOUNT_INCORRECT,2024-04-15,2024-06-15,WON
DSP0000001076,TXN0000300808,NOT_RECEIVED,2024-08-21,2024-10-04,PENDING
DSP0000001077,TXN0000301384,MERCHANT_DISPUTE,2024-02-06,2024-04-07,WON
DSP0000001078,TXN0000301953,NOT_RECEIVED,2023-06-09,2023-08-18,PARTIAL
DSP0000001079,TXN0000302075,AMOUNT_INCORRECT,2023-11-13,2023-12-26,PARTIAL
DSP0000001080,TXN0000302628,NOT_RECEIVED,2023-06-29,2023-09-13,WON
DSP0000001081,TXN0000302799,AMOUNT_INCORRECT,2024-06-03,2024-08-20,LOST
DSP0000001082,TXN0000303148,AMOUNT_INCORRECT,2025-12-29,2026-01-13,WON
DSP0000001083,TXN0000303228,DUPLICATE,2026-03-24,2026-06-17,PARTIAL
DSP0000001084,TXN0000303440,MERCHANT_DISPUTE,2024-05-30,2024-07-24,LOST
DSP0000001085,TXN0000303522,WRONG_BENEFICIARY,2024-10-20,,WON
DSP0000001086,TXN0000303748,AMOUNT_INCORRECT,2024-10-08,2024-12-08,PENDING
DSP0000001087,TXN0000304169,MERCHANT_DISPUTE,2024-03-02,2024-05-23,WON
DSP0000001088,TXN0000304172,MERCHANT_DISPUTE,2024-04-10,2024-06-22,WON
DSP0000001089,TXN0000304380,MERCHANT_DISPUTE,2025-04-26,2025-07-01,WON
DSP0000001090,TXN0000305144,SCAM_SUSPECTED,2026-02-02,2026-03-06,PARTIAL
DSP0000001091,TXN0000305154,AMOUNT_INCORRECT,2025-10-03,2025-11-15,PARTIAL
DSP0000001092,TXN0000305290,FRAUD_SUSPECTED,2025-10-03,2025-10-19,LOST
DSP0000001093,TXN0000305540,DUPLICATE,2025-11-26,2026-01-11,PENDING
DSP0000001094,TXN0000305582,NOT_RECEIVED,2026-01-05,2026-02-02,WON
DSP0000001095,TXN0000305773,FRAUD_SUSPECTED,2025-07-28,2025-09-04,PENDING
DSP0000001096,TXN0000306271,NOT_RECEIVED,2025-06-04,,PARTIAL
DSP0000001097,TXN0000306344,MERCHANT_DISPUTE,2025-08-30,2025-11-20,WON
DSP0000001098,TXN0000306699,DUPLICATE,2023-08-20,2023-10-08,WON
DSP0000001099,TXN0000306716,MERCHANT_DISPUTE,2023-09-10,2023-11-08,PARTIAL
DSP0000001100,TXN0000306828,AMOUNT_INCORRECT,2024-05-28,2024-08-07,LOST
DSP0000001101,TXN0000307545,NOT_RECEIVED,2023-02-11,2023-05-12,LOST
DSP0000001102,TXN0000307579,MERCHANT_DISPUTE,2023-05-24,2023-07-30,WON
DSP0000001103,TXN0000308341,NOT_RECEIVED,2023-10-07,2023-12-17,LOST
DSP0000001104,TXN0000309100,MERCHANT_DISPUTE,2023-11-11,2023-11-26,WON
DSP0000001105,TXN0000309191,SCAM_SUSPECTED,2024-05-14,2024-07-26,WON
DSP0000001106,TXN0000309315,NOT_RECEIVED,2025-01-31,2025-04-20,WON
DSP0000001107,TXN0000309520,MERCHANT_DISPUTE,2025-06-30,2025-09-01,WON
DSP0000001108,TXN0000310431,NOT_RECEIVED,2025-01-10,2025-02-27,WON
DSP0000001109,TXN0000310647,MERCHANT_DISPUTE,2025-10-22,2026-01-17,LOST
DSP0000001110,TXN0000310774,FRAUD_SUSPECTED,2025-11-15,2025-12-25,PARTIAL
DSP0000001111,TXN0000310813,MERCHANT_DISPUTE,2026-01-26,2026-03-25,WON
DSP0000001112,TXN0000311757,FRAUD_SUSPECTED,2026-01-25,2026-03-23,WON
DSP0000001113,TXN0000312351,DUPLICATE,2023-06-24,2023-09-11,LOST
DSP0000001114,TXN0000312356,NOT_RECEIVED,2023-07-10,2023-10-02,LOST
DSP0000001115,TXN0000312720,SCAM_SUSPECTED,2025-06-18,2025-08-03,WON
DSP0000001116,TXN0000313362,AMOUNT_INCORRECT,2025-04-23,2025-05-12,WON
DSP0000001117,TXN0000313469,AMOUNT_INCORRECT,2025-11-27,2026-01-11,WON
DSP0000001118,TXN0000313486,MERCHANT_DISPUTE,2025-11-06,2026-01-20,PARTIAL
DSP0000001119,TXN0000313550,MERCHANT_DISPUTE,2026-01-03,2026-02-20,WON
DSP0000001120,TXN0000313670,NOT_RECEIVED,2024-03-22,2024-05-07,LOST
DSP0000001121,TXN0000315278,MERCHANT_DISPUTE,2024-07-02,2024-07-25,WON
DSP0000001122,TXN0000316125,MERCHANT_DISPUTE,2024-03-21,2024-03-30,LOST
DSP0000001123,TXN0000317040,NOT_RECEIVED,2025-06-28,2025-07-23,WON
DSP0000001124,TXN0000317062,AMOUNT_INCORRECT,2025-07-22,2025-09-27,LOST
DSP0000001125,TXN0000317300,DUPLICATE,2023-07-23,2023-08-21,WON
DSP0000001126,TXN0000317477,MERCHANT_DISPUTE,2024-11-16,2025-02-05,LOST
DSP0000001127,TXN0000317560,FRAUD_SUSPECTED,2024-11-26,2025-01-09,PARTIAL
DSP0000001128,TXN0000317573,FRAUD_SUSPECTED,2024-11-16,2025-02-10,WON
DSP0000001129,TXN0000317608,NOT_RECEIVED,2025-05-24,,WON
DSP0000001130,TXN0000318661,AMOUNT_INCORRECT,2024-03-23,2024-05-02,WON
DSP0000001131,TXN0000319126,MERCHANT_DISPUTE,2025-09-09,2025-11-05,WON
DSP0000001132,TXN0000319267,AMOUNT_INCORRECT,2024-07-06,2024-08-20,WON
DSP0000001133,TXN0000319372,MERCHANT_DISPUTE,2024-12-30,2025-01-12,PARTIAL
DSP0000001134,TXN0000319722,AMOUNT_INCORRECT,2026-02-21,2026-02-28,WON
DSP0000001135,TXN0000319895,NOT_RECEIVED,2025-08-28,2025-11-08,WON
DSP0000001136,TXN0000319932,MERCHANT_DISPUTE,2026-01-14,2026-03-08,PARTIAL
DSP0000001137,TXN0000320586,AMOUNT_INCORRECT,2025-04-06,2025-06-26,WON
DSP0000001138,TXN0000320955,NOT_RECEIVED,2024-10-15,2024-12-21,LOST
DSP0000001139,TXN0000321010,FRAUD_SUSPECTED,2025-01-23,2025-04-15,LOST
DSP0000001140,TXN0000321562,FRAUD_SUSPECTED,2025-08-29,,WON
DSP0000001141,TXN0000321604,AMOUNT_INCORRECT,2025-10-15,2025-12-21,WON
DSP0000001142,TXN0000321970,MERCHANT_DISPUTE,2024-11-04,2024-12-09,WON
DSP0000001143,TXN0000322376,DUPLICATE,2023-08-14,2023-11-09,LOST
DSP0000001144,TXN0000322737,MERCHANT_DISPUTE,2025-01-12,2025-03-07,PENDING
DSP0000001145,TXN0000322893,FRAUD_SUSPECTED,2025-05-02,2025-06-29,PENDING
DSP0000001146,TXN0000323933,NOT_RECEIVED,2025-08-21,2025-10-12,PARTIAL
DSP0000001147,TXN0000323941,FRAUD_SUSPECTED,2025-09-27,2025-12-22,PARTIAL
DSP0000001148,TXN0000324650,DUPLICATE,2025-12-05,2026-02-25,PENDING
DSP0000001149,TXN0000324734,NOT_RECEIVED,2023-06-09,2023-08-03,WON
DSP0000001150,TXN0000324846,NOT_RECEIVED,2023-12-16,2024-02-24,WON
DSP0000001151,TXN0000324884,NOT_RECEIVED,2024-03-30,2024-05-20,WON
DSP0000001152,TXN0000325460,NOT_RECEIVED,2024-12-02,,WON
DSP0000001153,TXN0000325928,DUPLICATE,2025-07-12,2025-08-17,LOST
DSP0000001154,TXN0000326242,FRAUD_SUSPECTED,2024-11-26,2025-01-18,LOST
DSP0000001155,TXN0000326243,DUPLICATE,2024-10-30,2024-11-10,WON
DSP0000001156,TXN0000326616,AMOUNT_INCORRECT,2024-10-28,2024-11-18,WON
DSP0000001157,TXN0000327272,NOT_RECEIVED,2026-01-01,2026-02-04,WON
DSP0000001158,TXN0000327541,AMOUNT_INCORRECT,2024-07-18,2024-09-24,WON
DSP0000001159,TXN0000328068,MERCHANT_DISPUTE,2023-05-15,2023-07-05,PARTIAL
DSP0000001160,TXN0000328209,DUPLICATE,2024-02-01,2024-03-26,LOST
DSP0000001161,TXN0000328570,AMOUNT_INCORRECT,2025-04-02,2025-05-13,WON
DSP0000001162,TXN0000328902,UNAUTHORIZED_TRANSFER,2023-04-01,2023-06-13,WON
DSP0000001163,TXN0000329577,AMOUNT_INCORRECT,2025-07-13,2025-09-17,WON
DSP0000001164,TXN0000329675,DUPLICATE,2025-09-01,,WON
DSP0000001165,TXN0000329791,FRAUD_SUSPECTED,2025-11-14,2025-12-20,LOST
DSP0000001166,TXN0000329896,ATM_PARTIAL_DISPENSE,2026-01-05,2026-03-13,PARTIAL
DSP0000001167,TXN0000330471,FRAUD_SUSPECTED,2025-07-08,2025-08-03,WON
DSP0000001168,TXN0000330841,DUPLICATE,2023-10-31,2024-01-06,PARTIAL
DSP0000001169,TXN0000331134,FRAUD_SUSPECTED,2025-11-06,2025-11-14,PARTIAL
DSP0000001170,TXN0000331418,NOT_RECEIVED,2023-09-27,2023-11-14,LOST
DSP0000001171,TXN0000331453,FRAUD_SUSPECTED,2023-11-08,2024-02-05,WON
DSP0000001172,TXN0000331467,MERCHANT_DISPUTE,2024-02-14,2024-05-05,WON
DSP0000001173,TXN0000331515,AMOUNT_INCORRECT,2024-03-14,2024-06-06,LOST
DSP0000001174,TXN0000331735,MERCHANT_DISPUTE,2025-04-04,2025-04-22,WON
DSP0000001175,TXN0000331743,NOT_RECEIVED,2025-03-30,2025-04-23,WON
DSP0000001176,TXN0000331778,NOT_RECEIVED,2025-06-03,2025-08-06,PARTIAL
DSP0000001177,TXN0000331872,FRAUD_SUSPECTED,2026-03-28,2026-06-10,WON
DSP0000001178,TXN0000331977,MERCHANT_DISPUTE,2023-07-13,2023-08-29,WON
DSP0000001179,TXN0000332439,FRAUD_SUSPECTED,2024-08-22,2024-09-19,LOST
DSP0000001180,TXN0000333376,UNAUTHORIZED_TRANSFER,2025-03-19,2025-04-25,LOST
DSP0000001181,TXN0000333777,MERCHANT_DISPUTE,2024-03-10,2024-05-23,WON
DSP0000001182,TXN0000334137,MERCHANT_DISPUTE,2025-10-19,2025-12-18,WON
DSP0000001183,TXN0000335822,DUPLICATE,2023-08-24,2023-09-08,LOST
DSP0000001184,TXN0000335844,NOT_RECEIVED,2023-08-15,2023-10-15,PARTIAL
DSP0000001185,TXN0000335878,NOT_RECEIVED,2024-01-30,,LOST
DSP0000001186,TXN0000335994,AMOUNT_INCORRECT,2025-03-31,,WON
DSP0000001187,TXN0000336101,SCAM_SUSPECTED,2025-12-03,2026-03-01,LOST
DSP0000001188,TXN0000336243,MERCHANT_DISPUTE,2023-10-12,2024-01-09,PARTIAL
DSP0000001189,TXN0000336274,FRAUD_SUSPECTED,2023-11-06,2023-11-18,LOST
DSP0000001190,TXN0000336503,MERCHANT_DISPUTE,2024-09-11,2024-12-07,WON
DSP0000001191,TXN0000336852,AMOUNT_INCORRECT,2023-04-14,,LOST
DSP0000001192,TXN0000337445,FRAUD_SUSPECTED,2025-11-13,2026-02-06,LOST
DSP0000001193,TXN0000337919,NOT_RECEIVED,2023-06-15,2023-08-02,LOST
DSP0000001194,TXN0000338060,AMOUNT_INCORRECT,2024-06-03,2024-07-13,LOST
DSP0000001195,TXN0000338194,NOT_RECEIVED,2024-07-21,2024-09-12,WON
DSP0000001196,TXN0000338592,DUPLICATE,2026-01-15,2026-04-09,WON
DSP0000001197,TXN0000338836,MERCHANT_DISPUTE,2026-02-15,,WON
DSP0000001198,TXN0000338885,MERCHANT_DISPUTE,2025-12-28,2026-01-03,LOST
DSP0000001199,TXN0000339453,FRAUD_SUSPECTED,2024-09-04,2024-10-25,LOST
DSP0000001200,TXN0000340151,AMOUNT_INCORRECT,2024-01-05,2024-01-27,WON
DSP0000001201,TXN0000340646,UNAUTHORIZED_TRANSFER,2024-03-27,2024-05-03,LOST
DSP0000001202,TXN0000340974,MERCHANT_DISPUTE,2025-10-15,2025-11-23,WON
DSP0000001203,TXN0000341267,DUPLICATE,2023-09-01,2023-09-15,LOST
DSP0000001204,TXN0000341366,AMOUNT_INCORRECT,2023-12-15,2024-02-19,WON
DSP0000001205,TXN0000342225,NOT_RECEIVED,2025-07-18,,LOST
DSP0000001206,TXN0000343742,MERCHANT_DISPUTE,2026-03-31,2026-05-20,PARTIAL
DSP0000001207,TXN0000343945,MERCHANT_DISPUTE,2023-12-04,2024-02-06,WON
DSP0000001208,TXN0000344257,WRONG_BENEFICIARY,2025-03-24,,WON
DSP0000001209,TXN0000344701,NOT_RECEIVED,2024-10-10,2024-12-23,WON
DSP0000001210,TXN0000344859,MERCHANT_DISPUTE,2026-01-07,2026-03-30,PARTIAL
DSP0000001211,TXN0000344863,AMOUNT_INCORRECT,2026-01-12,2026-03-27,LOST
DSP0000001212,TXN0000345650,AMOUNT_INCORRECT,2023-05-02,2023-06-23,WON
DSP0000001213,TXN0000346461,NOT_RECEIVED,2024-05-28,2024-07-22,PENDING
DSP0000001214,TXN0000346779,FRAUD_SUSPECTED,2026-02-05,,WON
DSP0000001215,TXN0000347354,DUPLICATE,2024-10-05,2024-11-30,WON
DSP0000001216,TXN0000347434,AMOUNT_INCORRECT,2025-01-14,2025-03-02,PENDING
DSP0000001217,TXN0000347731,FRAUD_SUSPECTED,2026-03-09,2026-05-14,WON
DSP0000001218,TXN0000347954,FRAUD_SUSPECTED,2023-12-26,2024-01-15,WON
DSP0000001219,TXN0000348195,FRAUD_SUSPECTED,2025-04-21,2025-07-05,PARTIAL
DSP0000001220,TXN0000348570,NOT_RECEIVED,2024-09-28,2024-11-16,WON
DSP0000001221,TXN0000349828,NOT_RECEIVED,2024-11-26,2025-01-15,LOST
DSP0000001222,TXN0000350002,DUPLICATE,2025-10-29,,WON
DSP0000001223,TXN0000350071,MERCHANT_DISPUTE,2026-02-16,2026-05-15,LOST
DSP0000001224,TXN0000350103,FRAUD_SUSPECTED,2023-10-16,2023-10-22,LOST
DSP0000001225,TXN0000350965,FRAUD_SUSPECTED,2024-03-10,2024-04-02,WON
DSP0000001226,TXN0000351957,FRAUD_SUSPECTED,2024-04-19,2024-07-15,LOST
DSP0000001227,TXN0000352170,NOT_RECEIVED,2025-04-11,2025-06-16,LOST
DSP0000001228,TXN0000352260,AMOUNT_INCORRECT,2025-04-13,2025-07-07,PENDING
DSP0000001229,TXN0000352268,FRAUD_SUSPECTED,2025-05-26,2025-08-23,LOST
DSP0000001230,TXN0000352365,MERCHANT_DISPUTE,2025-09-16,2025-11-03,LOST
DSP0000001231,TXN0000352430,FRAUD_SUSPECTED,2025-12-17,2026-03-10,LOST
DSP0000001232,TXN0000352474,MERCHANT_DISPUTE,2023-03-11,2023-03-17,WON
DSP0000001233,TXN0000352624,AMOUNT_INCORRECT,2023-06-03,,WON
DSP0000001234,TXN0000352898,NOT_RECEIVED,2024-09-10,2024-11-11,LOST
DSP0000001235,TXN0000352925,NOT_RECEIVED,2024-08-08,2024-09-19,LOST
DSP0000001236,TXN0000353265,MERCHANT_DISPUTE,2025-12-28,2026-02-27,LOST
DSP0000001237,TXN0000353477,FRAUD_SUSPECTED,2023-10-05,2023-11-30,PENDING
DSP0000001238,TXN0000353793,AMOUNT_INCORRECT,2025-11-04,2025-11-18,WON
DSP0000001239,TXN0000354935,MERCHANT_DISPUTE,2025-12-03,2026-01-05,PARTIAL
DSP0000001240,TXN0000354986,NOT_RECEIVED,2024-10-25,2024-11-23,WON
DSP0000001241,TXN0000355009,DUPLICATE,2024-09-17,2024-10-09,LOST
DSP0000001242,TXN0000355154,NOT_RECEIVED,2025-02-17,2025-05-05,WON
DSP0000001243,TXN0000356036,DUPLICATE,2026-03-10,2026-03-19,WON
DSP0000001244,TXN0000356411,AMOUNT_INCORRECT,2023-10-17,2023-12-13,WON
DSP0000001245,TXN0000356535,NOT_RECEIVED,2024-01-23,2024-04-19,PENDING
DSP0000001246,TXN0000356585,DUPLICATE,2024-06-30,2024-07-21,PENDING
DSP0000001247,TXN0000356869,FRAUD_SUSPECTED,2025-11-07,2025-11-28,LOST
DSP0000001248,TXN0000356889,AMOUNT_INCORRECT,2025-11-17,2025-12-09,WON
DSP0000001249,TXN0000356913,SCAM_SUSPECTED,2025-12-13,2026-02-06,PENDING
DSP0000001250,TXN0000357306,FRAUD_SUSPECTED,2026-03-07,2026-05-19,WON
DSP0000001251,TXN0000357426,DUPLICATE,2023-03-09,2023-03-20,WON
DSP0000001252,TXN0000357547,FRAUD_SUSPECTED,2023-12-18,2024-01-24,WON
DSP0000001253,TXN0000357599,NOT_RECEIVED,2024-04-25,2024-05-27,WON
DSP0000001254,TXN0000357724,DUPLICATE,2024-12-14,2025-03-04,LOST
DSP0000001255,TXN0000358030,AMOUNT_INCORRECT,2023-06-26,2023-09-06,WON
DSP0000001256,TXN0000358595,WRONG_BENEFICIARY,2024-05-17,,WON
DSP0000001257,TXN0000358613,DUPLICATE,2024-08-02,2024-09-15,PARTIAL
DSP0000001258,TXN0000359178,NOT_RECEIVED,2025-04-02,2025-05-30,WON
DSP0000001259,TXN0000359237,ATM_PARTIAL_DISPENSE,2025-07-19,2025-08-26,WON
DSP0000001260,TXN0000359243,FRAUD_SUSPECTED,2025-08-01,2025-08-08,WON
DSP0000001261,TXN0000359766,NOT_RECEIVED,2025-11-26,2025-12-29,WON
DSP0000001262,TXN0000360045,FRAUD_SUSPECTED,2025-10-16,2025-12-30,WON
DSP0000001263,TXN0000361058,AMOUNT_INCORRECT,2025-12-14,2025-12-29,LOST
DSP0000001264,TXN0000361160,NOT_RECEIVED,2026-02-20,2026-04-04,WON
DSP0000001265,TXN0000361615,FRAUD_SUSPECTED,2024-02-28,2024-04-25,WON
DSP0000001266,TXN0000361643,DUPLICATE,2024-07-30,2024-08-25,WON
DSP0000001267,TXN0000361830,MERCHANT_DISPUTE,2025-02-26,,LOST
DSP0000001268,TXN0000362228,MERCHANT_DISPUTE,2026-01-03,2026-03-09,WON
DSP0000001269,TXN0000362501,DUPLICATE,2024-11-01,2024-12-31,WON
DSP0000001270,TXN0000362538,MERCHANT_DISPUTE,2025-01-20,2025-03-05,WON
DSP0000001271,TXN0000362724,AMOUNT_INCORRECT,2023-06-22,2023-07-19,LOST
DSP0000001272,TXN0000363099,DUPLICATE,2025-11-25,2026-01-08,LOST
DSP0000001273,TXN0000363963,FRAUD_SUSPECTED,2025-03-12,2025-05-04,LOST
DSP0000001274,TXN0000364310,MERCHANT_DISPUTE,2023-07-21,2023-10-19,LOST
DSP0000001275,TXN0000364572,AMOUNT_INCORRECT,2024-02-09,,LOST
DSP0000001276,TXN0000364577,SCAM_SUSPECTED,2024-04-01,2024-04-11,WON
DSP0000001277,TXN0000365342,FRAUD_SUSPECTED,2025-02-04,2025-04-09,WON
DSP0000001278,TXN0000365650,FRAUD_SUSPECTED,2023-11-16,2024-02-12,WON
DSP0000001279,TXN0000365737,NOT_RECEIVED,2024-11-17,2024-12-28,WON
DSP0000001280,TXN0000366085,MERCHANT_DISPUTE,2023-04-11,2023-05-12,WON
DSP0000001281,TXN0000366374,MERCHANT_DISPUTE,2024-02-11,2024-04-26,LOST
DSP0000001282,TXN0000366496,NOT_RECEIVED,2025-04-07,2025-06-27,WON
DSP0000001283,TXN0000366530,DUPLICATE,2025-04-21,2025-06-05,WON
DSP0000001284,TXN0000366554,MERCHANT_DISPUTE,2025-08-21,2025-10-05,WON
DSP0000001285,TXN0000366559,MERCHANT_DISPUTE,2025-09-04,2025-11-04,LOST
DSP0000001286,TXN0000366631,MERCHANT_DISPUTE,2026-01-11,2026-01-23,WON
DSP0000001287,TXN0000367194,WRONG_BENEFICIARY,2024-11-03,2025-01-18,WON
DSP0000001288,TXN0000368221,DUPLICATE,2025-05-13,2025-06-17,WON
DSP0000001289,TXN0000368235,MERCHANT_DISPUTE,2025-04-10,,WON
DSP0000001290,TXN0000368327,MERCHANT_DISPUTE,2025-11-30,2026-02-24,WON
DSP0000001291,TXN0000368419,DUPLICATE,2023-06-25,2023-08-25,WON
DSP0000001292,TXN0000368477,UNAUTHORIZED_TRANSFER,2023-12-14,2023-12-23,WON
DSP0000001293,TXN0000369013,NOT_RECEIVED,2025-12-31,2026-02-18,WON
DSP0000001294,TXN0000369038,DUPLICATE,2026-03-18,2026-04-20,WON
DSP0000001295,TXN0000369317,NOT_RECEIVED,2025-03-03,2025-05-18,WON
DSP0000001296,TXN0000369720,NOT_RECEIVED,2024-04-05,2024-05-24,LOST
DSP0000001297,TXN0000369903,NOT_RECEIVED,2025-03-09,2025-04-07,WON
DSP0000001298,TXN0000370193,NOT_RECEIVED,2025-05-15,2025-07-24,WON
DSP0000001299,TXN0000370761,NOT_RECEIVED,2024-10-31,2024-11-06,WON
DSP0000001300,TXN0000370913,DUPLICATE,2025-01-29,2025-04-05,WON
DSP0000001301,TXN0000371382,DUPLICATE,2025-01-01,2025-01-20,LOST
DSP0000001302,TXN0000371578,DUPLICATE,2023-12-13,,LOST
DSP0000001303,TXN0000371592,DUPLICATE,2024-03-16,,WON
DSP0000001304,TXN0000371953,MERCHANT_DISPUTE,2025-12-09,2025-12-27,WON
DSP0000001305,TXN0000373063,NOT_RECEIVED,2026-03-21,2026-04-17,LOST
DSP0000001306,TXN0000373145,MERCHANT_DISPUTE,2023-06-27,2023-08-07,WON
DSP0000001307,TXN0000373199,MERCHANT_DISPUTE,2023-08-28,2023-11-06,PARTIAL
DSP0000001308,TXN0000373542,MERCHANT_DISPUTE,2025-03-30,2025-05-09,PARTIAL
DSP0000001309,TXN0000373709,FRAUD_SUSPECTED,2026-03-20,2026-05-20,WON
DSP0000001310,TXN0000374030,FRAUD_SUSPECTED,2025-04-12,2025-06-26,WON
DSP0000001311,TXN0000374178,MERCHANT_DISPUTE,2023-09-27,2023-12-09,PARTIAL
DSP0000001312,TXN0000375321,FRAUD_SUSPECTED,2023-07-01,2023-08-19,PENDING
DSP0000001313,TXN0000375846,DUPLICATE,2025-10-18,2025-12-28,LOST
DSP0000001314,TXN0000376126,ATM_CASH_NOT_RECEIVED,2023-09-27,2023-10-17,WON
DSP0000001315,TXN0000376660,AMOUNT_INCORRECT,2024-04-11,2024-04-16,LOST
DSP0000001316,TXN0000376875,MERCHANT_DISPUTE,2025-01-08,2025-01-26,WON
DSP0000001317,TXN0000377007,NOT_RECEIVED,2025-05-10,2025-05-16,PARTIAL
DSP0000001318,TXN0000377533,AMOUNT_INCORRECT,2023-06-28,2023-08-04,PENDING
DSP0000001319,TXN0000377619,FRAUD_SUSPECTED,2023-09-19,2023-09-28,WON
DSP0000001320,TXN0000377708,NOT_RECEIVED,2024-04-02,2024-04-14,WON
DSP0000001321,TXN0000377956,NOT_RECEIVED,2025-01-14,2025-02-14,PARTIAL
DSP0000001322,TXN0000378675,AMOUNT_INCORRECT,2026-03-06,,WON
DSP0000001323,TXN0000378789,NOT_RECEIVED,2025-11-19,2026-02-11,LOST
DSP0000001324,TXN0000379214,MERCHANT_DISPUTE,2025-07-04,2025-07-18,WON
DSP0000001325,TXN0000379375,DUPLICATE,2023-08-22,2023-09-04,WON
DSP0000001326,TXN0000379614,MERCHANT_DISPUTE,2025-06-25,,WON
DSP0000001327,TXN0000380350,FRAUD_SUSPECTED,2024-10-26,2025-01-02,WON
DSP0000001328,TXN0000380505,FRAUD_SUSPECTED,2025-06-21,2025-07-15,WON
DSP0000001329,TXN0000381277,AMOUNT_INCORRECT,2025-08-08,2025-09-18,WON
DSP0000001330,TXN0000381736,WRONG_BENEFICIARY,2026-01-01,2026-02-12,WON
DSP0000001331,TXN0000381745,DUPLICATE,2025-12-20,2026-02-07,WON
DSP0000001332,TXN0000382323,FRAUD_SUSPECTED,2025-11-15,2025-12-01,WON
DSP0000001333,TXN0000382599,FRAUD_SUSPECTED,2025-05-09,2025-07-03,WON
DSP0000001334,TXN0000382861,NOT_RECEIVED,2025-12-01,2025-12-19,WON
DSP0000001335,TXN0000382916,NOT_RECEIVED,2023-03-13,2023-05-23,WON
DSP0000001336,TXN0000383371,UNAUTHORIZED_TRANSFER,2025-08-06,2025-09-23,WON
DSP0000001337,TXN0000383464,FRAUD_SUSPECTED,2026-01-10,2026-03-13,WON
DSP0000001338,TXN0000383981,DUPLICATE,2025-03-07,2025-03-24,LOST
DSP0000001339,TXN0000384326,DUPLICATE,2025-09-29,2025-11-09,PENDING
DSP0000001340,TXN0000384416,MERCHANT_DISPUTE,2025-12-21,2026-02-14,WON
DSP0000001341,TXN0000384649,MERCHANT_DISPUTE,2025-02-15,2025-02-27,PARTIAL
DSP0000001342,TXN0000384747,MERCHANT_DISPUTE,2025-09-24,2025-11-23,LOST
DSP0000001343,TXN0000384784,DUPLICATE,2026-04-08,2026-06-26,PARTIAL
DSP0000001344,TXN0000384920,NOT_RECEIVED,2025-05-14,2025-07-10,WON
DSP0000001345,TXN0000385037,DUPLICATE,2025-12-30,,LOST
